"","player_id","league","active","use_name","first_name","middle_name","last_name","primary_position_name","link","birth_date","birth_city","birth_state_province","birth_country","draft_year","mlb_debut_date","highest_league","birth_country2"
"17",645277,"MLB",TRUE,"Ozzie","Ozhaino","Jurdy Jiandro","Albies","Second Base","/api/v1/people/645277","1997-01-07","Willemstad",NA,"Curacao",NA,"2017-08-01","MLB","Curacao"
"18",660896,"MLB",TRUE,"Jorge","Jorge","Luis","Alcala","Pitcher","/api/v1/people/660896","1995-07-28","Bajos de Haina",NA,"Dominican Republic",NA,"2019-09-21","MLB","Dominican Republic"
"19",645261,"MLB",TRUE,"Sandy","Sandy",NA,"Alcantara","Pitcher","/api/v1/people/645261","1995-09-07","Azua",NA,"Dominican Republic",NA,"2017-09-03","MLB","Dominican Republic"
"20",642727,"MLB",TRUE,"Sergio","Sergio","Junior","Alcantara","Shortstop","/api/v1/people/642727","1996-07-10","Santo Domingo Este",NA,"Dominican Republic",NA,"2020-09-06","MLB","Dominican Republic"
"21",641302,"MLB",TRUE,"Tyler","Tyler","John","Alexander","Pitcher","/api/v1/people/641302","1994-07-14","Chicago","IL","USA",2015,"2019-07-03","MLB","USA"
"22",595751,"MLB",TRUE,"Jorge","Jorge","Mario","Alfaro","Catcher","/api/v1/people/595751","1993-06-11","Sincelejo",NA,"Colombia",NA,"2016-09-12","MLB","Colombia"
"23",546990,"MLB",TRUE,"Anthony","Anthony","Joseph","Alford","Outfield","/api/v1/people/546990","1994-07-20","Columbia","MS","USA",2012,"2017-05-19","MLB","USA"
"24",663465,"MLB",TRUE,"Kolby","Kolby","Kenneth","Allard","Pitcher","/api/v1/people/663465","1997-08-13","Anaheim","CA","USA",2015,"2018-07-31","MLB","USA"
"25",682027,"MLB",TRUE,"Cam","Cameron","Mitchell","Alldred","Pitcher","/api/v1/people/682027","1996-07-25","Batavia","OH","USA",2018,"2022-05-12","MLB","USA"
"26",664119,"MLB",TRUE,"Austin","Austin","Michael","Allen","Catcher","/api/v1/people/664119","1994-01-16","St. Louis","MO","USA",2015,"2019-05-11","MLB","USA"
"27",663531,"MLB",TRUE,"Logan","Logan","Shane","Allen","Pitcher","/api/v1/people/663531","1997-05-23","West Palm Beach","FL","USA",2015,"2019-06-18","MLB","USA"
"28",669397,"MLB",TRUE,"Nick","Nicholas","Ryan","Allen","Shortstop","/api/v1/people/669397","1998-10-08","San Diego","CA","USA",2017,"2022-04-19","MLB","USA"
"29",622075,"MLB",TRUE,"Yency","Yency",NA,"Almonte","Pitcher","/api/v1/people/622075","1994-06-04","Miami","FL","USA",2012,"2018-06-21","MLB","USA"
"30",546991,"MLB",TRUE,"Albert","Reinaldo","Albert","Almora","Outfield","/api/v1/people/546991","1994-04-16","Hialeah","FL","USA",2012,"2016-06-07","MLB","USA"
"31",624413,"MLB",TRUE,"Pete","Peter","Morgan","Alonso","First Base","/api/v1/people/624413","1994-12-07","Tampa","FL","USA",2016,"2019-03-28","MLB","USA"
"32",514888,"MLB",TRUE,"Jose","Jose","Carlos","Altuve","Second Base","/api/v1/people/514888","1990-05-06","Maracay",NA,"Venezuela",NA,"2011-07-20","MLB","Venezuela"
"33",621237,"MLB",TRUE,"Jose","Jose","Antonio","Alvarado","Pitcher","/api/v1/people/621237","1995-05-21","Maracaibo",NA,"Venezuela",NA,"2017-05-03","MLB","Venezuela"
"34",501625,"MLB",TRUE,"Jose","Jose","Ricardo","Alvarez","Pitcher","/api/v1/people/501625","1989-05-06","Barcelona",NA,"Venezuela",NA,"2013-06-09","MLB","Venezuela"
"35",670541,"MLB",TRUE,"Yordan","Yordan","Ruben","Alvarez","Designated Hitter","/api/v1/people/670541","1997-06-27","Las Tunas",NA,"Cuba",NA,"2019-06-09","MLB","Cuba"
"36",605119,"MLB",TRUE,"Brian","Brian","Wade","Anderson","Third Base","/api/v1/people/605119","1993-05-19","Edmond","OK","USA",2014,"2017-09-01","MLB","USA"
"37",666120,"MLB",TRUE,"Ian","Ian","Theodore","Anderson","Pitcher","/api/v1/people/666120","1998-05-02","Rexford","NY","USA",2016,"2020-08-26","MLB","USA"
"38",641313,"MLB",TRUE,"Tim","Timothy","Devon","Anderson","Shortstop","/api/v1/people/641313","1993-06-23","Tuscaloosa","AL","USA",2013,"2016-06-10","MLB","USA"
"39",542881,"MLB",TRUE,"Tyler","Tyler","John","Anderson","Pitcher","/api/v1/people/542881","1989-12-30","Las Vegas","NV","USA",2011,"2016-06-12","MLB","USA"
"40",462101,"MLB",TRUE,"Elvis","Elvis","Augusto","Andrus","Shortstop","/api/v1/people/462101","1988-08-26","Maracay",NA,"Venezuela",NA,"2009-04-06","MLB","Venezuela"
"41",609280,"MLB",TRUE,"Miguel","Miguel","Enrique","Andujar","Outfielder","/api/v1/people/609280","1995-03-02","San Cristobal",NA,"Dominican Republic",NA,"2017-06-28","MLB","Dominican Republic"
"42",606157,"MLB",TRUE,"Aristides","Aristides",NA,"Aquino","Outfielder","/api/v1/people/606157","1994-04-22","Santo Domingo",NA,"Dominican Republic",NA,"2018-08-19","MLB","Dominican Republic"
"43",644364,"MLB",TRUE,"Victor","Victor","Teodoro","Arano","Pitcher","/api/v1/people/644364","1995-02-07","Cosamaloapan","Veracruz","MEX",NA,"2017-09-12","MLB","Mexico"
"44",660620,"MLB",TRUE,"Jonathan","Jonathan","Aldair","Arauz","Second Base","/api/v1/people/660620","1998-08-03","Alanje",NA,"Panama",NA,"2020-07-24","MLB","Panama"
"45",502042,"MLB",TRUE,"Chris","Christopher","Alan","Archer","Pitcher","/api/v1/people/502042","1988-09-26","Raleigh","NC","USA",2006,"2012-06-20","MLB","USA"
"46",606115,"MLB",TRUE,"Orlando","Orlando","Jesus","Arcia","Shortstop","/api/v1/people/606115","1994-08-04","Anaco",NA,"Venezuela",NA,"2016-08-02","MLB","Venezuela"
"47",571448,"MLB",TRUE,"Nolan","Nolan","James","Arenado","Third Base","/api/v1/people/571448","1991-04-16","Newport Beach","CA","USA",2009,"2013-04-28","MLB","USA"
"48",672356,"MLB",TRUE,"Gabriel","Gabriel","Alejandro","Arias","Shortstop","/api/v1/people/672356","2000-02-27","La Victoria",NA,"Venezuela",NA,"2022-04-20","MLB","Venezuela"
"49",542888,"MLB",TRUE,"Shawn","Shawn","Michael","Armstrong","Pitcher","/api/v1/people/542888","1990-09-11","New Bern","NC","USA",2011,"2015-08-08","MLB","USA"
"50",668227,"MLB",TRUE,"Randy","Randy",NA,"Arozarena","Outfielder","/api/v1/people/668227","1995-02-28","Havana",NA,"Cuba",NA,"2019-08-14","MLB","Cuba"
"51",650333,"MLB",TRUE,"Luis","Luis","Sangel","Arraez","Second Base","/api/v1/people/650333","1997-04-09","San Felipe",NA,"Venezuela",NA,"2019-05-18","MLB","Venezuela"
"52",624414,"MLB",TRUE,"Christian","Christian","Israel","Arroyo","Second Base","/api/v1/people/624414","1995-05-30","Tampa","FL","USA",2013,"2017-04-24","MLB","USA"
"53",676879,"MLB",TRUE,"Aaron","Aaron",NA,"Ashby","Pitcher","/api/v1/people/676879","1998-05-24","Kansas City","MO","USA",2018,"2021-06-30","MLB","USA"
"54",668933,"MLB",TRUE,"Graham","Douglas","Graham","Ashcraft","Pitcher","/api/v1/people/668933","1998-02-11","Huntsville","AL","USA",2019,"2022-05-22","MLB","USA"
"55",658648,"MLB",TRUE,"Pedro","Pedro","Manuel","Avila","Pitcher","/api/v1/people/658648","1997-01-14","Caracas",NA,"Venezuela",NA,"2019-04-11","MLB","Venezuela"
"56",640492,"MLB",TRUE,"Jose","Jose","Enrique","Azocar","Outfielder","/api/v1/people/640492","1996-05-11","Guiria",NA,"Venezuela",NA,"2022-04-07","MLB","Venezuela"
"57",668731,"MLB",TRUE,"Akil","Akil","Neomon","Baddoo","Outfielder","/api/v1/people/668731","1998-08-16","Silver Spring","MD","USA",2016,"2021-04-04","MLB","USA"
"58",664056,"MLB",TRUE,"Harrison","Harrison","Joseph","Bader","Outfielder","/api/v1/people/664056","1994-06-03","Bronxville","NY","USA",2015,"2017-07-25","MLB","USA"
"59",595879,"MLB",TRUE,"Javier","Ednel","Javier","Baez","Shortstop","/api/v1/people/595879","1992-12-01","Bayamon",NA,"Puerto Rico",2011,"2014-08-05","MLB","Puerto Rico"
"60",520980,"MLB",TRUE,"Pedro","Pedro","Alberys","Baez","Pitcher","/api/v1/people/520980","1988-03-11","Bani",NA,"Dominican Republic",NA,"2014-05-05","MLB","Dominican Republic"
"61",641329,"MLB",TRUE,"Bryan","Bryan","Scott","Baker","Pitcher","/api/v1/people/641329","1994-12-02","Fort Walton Beach","FL","USA",2016,"2021-09-05","MLB","USA"
"62",607455,"MLB",TRUE,"Anthony","Frank","Anthony","Banda","Pitcher","/api/v1/people/607455","1993-08-10","Corpus Christi","TX","USA",2012,"2017-07-22","MLB","USA"
"63",621383,"MLB",TRUE,"Tanner","Tanner","Pierce","Banks","Pitcher","/api/v1/people/621383","1991-10-24","Riverton","UT","USA",2014,"2022-04-10","MLB","USA"
"64",676625,"MLB",TRUE,"Rylan","Rylan","Thomas","Bannon","Third Base","/api/v1/people/676625","1996-04-22","Joliet","IL","USA",2017,"2022-05-12","MLB","USA"
"65",453268,"MLB",TRUE,"Daniel","Daniel","Paul","Bard","Pitcher","/api/v1/people/453268","1985-06-25","Houston","TX","USA",2006,"2009-05-13","MLB","USA"
"66",669618,"MLB",TRUE,"Joe","Joseph","Israel","Barlow","Pitcher","/api/v1/people/669618","1995-09-28","Riverton","UT","USA",2016,"2021-06-24","MLB","USA"
"67",605130,"MLB",TRUE,"Scott","Scott","A.","Barlow","Pitcher","/api/v1/people/605130","1992-12-18","New London","CT","USA",2011,"2018-04-30","MLB","USA"
"68",605131,"MLB",TRUE,"Austin","Austin","Scott","Barnes","Catcher","/api/v1/people/605131","1989-12-28","Riverside","CA","USA",2011,"2015-05-24","MLB","USA"
"69",606930,"MLB",TRUE,"Jacob","Jacob","Andrew","Barnes","Pitcher","/api/v1/people/606930","1990-04-14","St. Petersburg","FL","USA",2011,"2016-06-03","MLB","USA"
"70",598264,"MLB",TRUE,"Matt","Matthew","David","Barnes","Pitcher","/api/v1/people/598264","1990-06-17","Danbury","CT","USA",2011,"2014-09-09","MLB","USA"
"71",571466,"MLB",TRUE,"Tucker","Tucker","J.","Barnhart","Catcher","/api/v1/people/571466","1991-01-07","Indianapolis","IN","USA",2009,"2014-04-03","MLB","USA"
"72",607457,"MLB",TRUE,"Kyle","Kyle","David","Barraclough","Pitcher","/api/v1/people/607457","1990-05-23","Santa Clara","CA","USA",2012,"2015-08-07","MLB","USA"
"73",642456,"MLB",TRUE,"Luis","Luis","Rafael","Barrera","Outfielder","/api/v1/people/642456","1995-11-15","Tamboril",NA,"Dominican Republic",NA,"2021-05-19","MLB","Dominican Republic"
"74",642545,"MLB",TRUE,"Jaime","Jaime","Jonathan","Barria","Pitcher","/api/v1/people/642545","1996-07-18","Panama City",NA,"Panama",NA,"2018-04-11","MLB","Panama"
"75",663698,"MLB",TRUE,"Joey","Joseph","Andrew","Bart","Catcher","/api/v1/people/663698","1996-12-15","Buford","GA","USA",2018,"2020-08-20","MLB","USA"
"76",542914,"MLB",TRUE,"Anthony","Anthony","Edward","Bass","Pitcher","/api/v1/people/542914","1987-11-01","Dearborn","MI","USA",2008,"2011-06-13","MLB","USA"
"77",605135,"MLB",TRUE,"Chris","Christopher","M.","Bassitt","Pitcher","/api/v1/people/605135","1989-02-22","Toledo","OH","USA",2011,"2014-08-30","MLB","USA"
"78",657508,"MLB",TRUE,"Mike","Michael","Thomas","Baumann","Pitcher","/api/v1/people/657508","1995-09-10","Mahtomedi","MN","USA",2017,"2021-09-07","MLB","USA"
"79",642585,"MLB",TRUE,"Felix","Felix","Alexander","Bautista","Pitcher","/api/v1/people/642585","1995-06-20","Santo Domingo",NA,"Dominican Republic",NA,"2022-04-10","MLB","Dominican Republic"
"80",607461,"MLB",TRUE,"Matt","Matthew","Thomas","Beaty","Outfielder","/api/v1/people/607461","1993-04-28","Snellville","GA","USA",2015,"2019-04-30","MLB","USA"
"81",670280,"MLB",TRUE,"David","David","Jeffrey","Bednar","Pitcher","/api/v1/people/670280","1994-10-10","Pittsburgh","PA","USA",2016,"2019-09-01","MLB","USA"
"82",595881,"MLB",TRUE,"Tyler","Tyler","Joseph","Beede","Pitcher","/api/v1/people/595881","1993-05-23","Worcester","MA","USA",2014,"2018-04-10","MLB","USA"
"83",656222,"MLB",TRUE,"Jalen","Jalen","Christopher","Beeks","Pitcher","/api/v1/people/656222","1993-07-10","Fayetteville","AR","USA",2014,"2018-06-07","MLB","USA"
"84",666179,"MLB",TRUE,"Seth","Seth","Michael","Beer","First Base","/api/v1/people/666179","1996-09-18","Maryville","IL","USA",2018,"2021-09-10","MLB","USA"
"85",605137,"MLB",TRUE,"Josh","Joshua","Evan","Bell","First Base","/api/v1/people/605137","1992-08-14","Irving","TX","USA",2011,"2016-07-08","MLB","USA"
"86",571479,"MLB",TRUE,"Andrew","Andrew","James","Bellatti","Pitcher","/api/v1/people/571479","1991-08-05","San Diego","CA","USA",2009,"2015-05-09","MLB","USA"
"87",641355,"MLB",TRUE,"Cody","Cody","James","Bellinger","Outfielder","/api/v1/people/641355","1995-07-13","Scottsdale","AZ","USA",2013,"2017-04-25","MLB","USA"
"88",474832,"MLB",TRUE,"Brandon","Brandon","Kyle","Belt","First Base","/api/v1/people/474832","1988-04-20","Nacogdoches","TX","USA",2009,"2011-03-31","MLB","USA"
"89",621532,"MLB",TRUE,"Anthony","Anthony","John","Bemboom","Catcher","/api/v1/people/621532","1990-01-18","St. Cloud","MN","USA",2012,"2019-05-12","MLB","USA"
"90",669622,"MLB",TRUE,"Anthony","Anthony","Wayne","Bender","Pitcher","/api/v1/people/669622","1995-02-03","Petaluma","CA","USA",2016,"2021-05-05","MLB","USA"
"91",643217,"MLB",TRUE,"Andrew","Andrew","Sebastian","Benintendi","Outfielder","/api/v1/people/643217","1994-07-06","Cincinnati","OH","USA",2015,"2016-08-02","MLB","USA"
"92",621244,"MLB",TRUE,"Jose","Jose","Orlando","Berrios","Pitcher","/api/v1/people/621244","1994-05-27","Bayamon",NA,"Puerto Rico",2012,"2016-04-27","MLB","Puerto Rico"
"93",542932,"MLB",TRUE,"Jon","Jonathon","David","Berti","Third Base","/api/v1/people/542932","1990-01-22","Troy","MI","USA",2011,"2018-09-26","MLB","USA"
"94",542194,"MLB",TRUE,"Christian","Christian","Gabriel","Bethancourt","Catcher","/api/v1/people/542194","1991-09-02","Panama City",NA,"Panama",NA,"2013-09-29","MLB","Panama"
"95",605141,"MLB",TRUE,"Mookie","Markus","Lynn","Betts","Outfielder","/api/v1/people/605141","1992-10-07","Nashville","TN","USA",2011,"2014-06-29","MLB","USA"
"96",666182,"MLB",TRUE,"Bo","Bo","Joseph","Bichette","Shortstop","/api/v1/people/666182","1998-03-05","Orlando","FL","USA",2016,"2019-07-29","MLB","USA"
"97",641360,"MLB",TRUE,"Phil","Phillip","Roger","Bickford","Pitcher","/api/v1/people/641360","1995-07-10","Ventura","CA","USA",2015,"2020-09-01","MLB","USA"
"98",669456,"MLB",TRUE,"Shane","Shane","Robert","Bieber","Pitcher","/api/v1/people/669456","1995-05-31","Orange","CA","USA",2016,"2018-05-31","MLB","USA"
"99",624415,"MLB",TRUE,"Cavan","Cavan","Thomas","Biggio","Third Base","/api/v1/people/624415","1995-04-11","Houston","TX","USA",2016,"2019-05-24","MLB","USA"
"100",621389,"MLB",TRUE,"Ty","Tyson","Michael","Blach","Pitcher","/api/v1/people/621389","1990-10-20","Denver","CO","USA",2012,"2016-09-05","MLB","USA"
"101",621112,"MLB",TRUE,"Paul","Paul",NA,"Blackburn","Pitcher","/api/v1/people/621112","1993-12-04","Antioch","CA","USA",2012,"2017-07-01","MLB","USA"
"102",453568,"MLB",TRUE,"Charlie","Charles","Cobb","Blackmon","Outfielder","/api/v1/people/453568","1986-07-01","Dallas","TX","USA",2008,"2011-06-07","MLB","USA"
"103",680118,"MLB",TRUE,"Dairon","Dairon",NA,"Blanco","Outfielder","/api/v1/people/680118","1993-04-26","Florida",NA,"Cuba",NA,NA,"MLB","Cuba"
"104",669854,"MLB",TRUE,"Ronel","Ronel","De Jesus","Blanco","Pitcher","/api/v1/people/669854","1993-08-31","Santiago",NA,"Dominican Republic",NA,"2022-04-08","MLB","Dominican Republic"
"105",542947,"MLB",TRUE,"Richard","Richard","Sidney","Bleier","Pitcher","/api/v1/people/542947","1987-04-16","Miami Beach","FL","USA",2008,"2016-05-30","MLB","USA"
"106",593428,"MLB",TRUE,"Xander","Xander","Jan","Bogaerts","Shortstop","/api/v1/people/593428","1992-10-01","Oranjestad",NA,"Aruba",NA,"2013-08-20","MLB","Aruba"
"107",664761,"MLB",TRUE,"Alec","Alec","Daniel","Bohm","Third Base","/api/v1/people/664761","1996-08-03","Omaha","NE","USA",2018,"2020-08-13","MLB","USA"
"108",671790,"MLB",TRUE,"Ronald","Ronald",NA,"Bolanos","Pitcher","/api/v1/people/671790","1996-08-23","Santa Cruz del Norte",NA,"Cuba",NA,"2019-09-03","MLB","Cuba"
"109",621366,"MLB",TRUE,"Ryan","Ryan","Joseph","Borucki","Pitcher","/api/v1/people/621366","1994-03-31","Highland Park","IL","USA",2012,"2018-06-26","MLB","USA"
"110",502202,"MLB",TRUE,"Brad","Bradley","George","Boxberger","Pitcher","/api/v1/people/502202","1988-05-27","Fullerton","CA","USA",2009,"2012-06-10","MLB","USA"
"111",680694,"MLB",TRUE,"Kyle","Kyle","Edward","Bradish","Pitcher","/api/v1/people/680694","1996-09-12","Peoria","AZ","USA",2018,"2022-04-29","MLB","USA"
"112",605151,"MLB",TRUE,"Archie","Archie","N.","Bradley","Pitcher","/api/v1/people/605151","1992-08-10","Muskogee","OK","USA",2011,"2015-04-11","MLB","USA"
"113",656252,"MLB",TRUE,"Bobby","Bobby",NA,"Bradley","First Base","/api/v1/people/656252","1996-05-29","Chicago","IL","USA",2014,"2019-06-23","MLB","USA"
"114",598265,"MLB",TRUE,"Jackie","Jackie",NA,"Bradley","Outfielder","/api/v1/people/598265","1990-04-19","Richmond","VA","USA",2011,"2013-04-01","MLB","USA"
"115",488726,"MLB",TRUE,"Michael","Michael","Charles","Brantley","Outfielder","/api/v1/people/488726","1987-05-15","Bellevue","WA","USA",2005,"2009-09-01","MLB","USA"
"116",542963,"MLB",TRUE,"Rob","Robert","Jacob","Brantly","Catcher","/api/v1/people/542963","1989-07-14","San Diego","CA","USA",2010,"2012-08-14","MLB","USA"
"117",666374,"MLB",TRUE,"Matt","Matthew","Aurel","Brash","Pitcher","/api/v1/people/666374","1998-05-12","Kingston","ON","Canada",2019,"2022-04-12","MLB","Canada"
"118",518489,"MLB",TRUE,"Ryan","Ryan","David","Brasier","Pitcher","/api/v1/people/518489","1987-08-26","Wichita Falls","TX","USA",2007,"2013-05-02","MLB","USA"
"119",605154,"MLB",TRUE,"John","John","Fulboam","Brebbia","Pitcher","/api/v1/people/605154","1990-05-30","Boston","MA","USA",2011,"2017-05-28","MLB","USA"
"120",608324,"MLB",TRUE,"Alex","Alexander","David","Bregman","Third Base","/api/v1/people/608324","1994-03-30","Albuquerque","NM","USA",2015,"2016-07-25","MLB","USA"
"121",641394,"MLB",TRUE,"Jake","Jacob","Steven","Brentz","Pitcher","/api/v1/people/641394","1994-09-14","Ballwin","MO","USA",2013,"2021-04-03","MLB","USA"
"122",689225,"MLB",TRUE,"Beau","Beau",NA,"Brieske","Pitcher","/api/v1/people/689225","1998-04-05","Chandler","AZ","USA",2019,"2022-04-23","MLB","USA"
"123",641401,"MLB",TRUE,"Connor","Connor","Michael","Brogdon","Pitcher","/api/v1/people/641401","1995-01-29","Clovis","CA","USA",2017,"2020-08-13","MLB","USA"
"124",605156,"MLB",TRUE,"Aaron","Aaron","Lee","Brooks","Pitcher","/api/v1/people/605156","1990-04-27","Montclair","CA","USA",2011,"2014-05-03","MLB","USA"
"125",670712,"MLB",TRUE,"Mike","Michael","Dillon","Brosseau","Second Base","/api/v1/people/670712","1994-03-15","Munster","IN","USA",NA,"2019-06-23","MLB","USA"
"126",664913,"MLB",TRUE,"Seth","Seth","William","Brown","Outfielder","/api/v1/people/664913","1992-07-13","Klamath Falls","OR","USA",2015,"2019-08-26","MLB","USA"
"127",664141,"MLB",TRUE,"JT","Jonathan","Trey","Brubaker","Pitcher","/api/v1/people/664141","1993-11-17","Springfield","OH","USA",2015,"2020-07-26","MLB","USA"
"128",677865,"MLB",TRUE,"Justin","Justin",NA,"Bruihl","Pitcher","/api/v1/people/677865","1997-06-26","Petaluma","CA","USA",NA,"2021-08-08","MLB","USA"
"129",660644,"MLB",TRUE,"Vidal","Vidal",NA,"Brujan","Shortstop","/api/v1/people/660644","1998-02-09","San Pedro de Macoris",NA,"Dominican Republic",NA,"2021-07-07","MLB","Dominican Republic"
"130",592178,"MLB",TRUE,"Kris","Kristopher","Lee","Bryant","Outfielder","/api/v1/people/592178","1992-01-04","Las Vegas","NV","USA",2013,"2015-04-17","MLB","USA"
"131",663460,"MLB",TRUE,"Kris","Kristofer",NA,"Bubic","Pitcher","/api/v1/people/663460","1997-08-19","Cupertino","CA","USA",2018,"2020-07-31","MLB","USA"
"132",621111,"MLB",TRUE,"Walker","Walker","Anthony","Buehler","Pitcher","/api/v1/people/621111","1994-07-28","Lexington","KY","USA",2015,"2017-09-07","MLB","USA"
"133",518516,"MLB",TRUE,"Madison","Madison","Kyle","Bumgarner","Pitcher","/api/v1/people/518516","1989-08-01","Hickory","NC","USA",2007,"2009-09-08","MLB","USA"
"134",607481,"MLB",TRUE,"Aaron","Aaron","James","Bummer","Pitcher","/api/v1/people/607481","1993-09-21","Valencia","CA","USA",2014,"2017-07-27","MLB","USA"
"135",605164,"MLB",TRUE,"Dylan","Dylan","Matthew","Bundy","Pitcher","/api/v1/people/605164","1992-11-15","Tulsa","OK","USA",2011,"2012-09-23","MLB","USA"
"136",669394,"MLB",TRUE,"Jake","Jacob","Michael","Burger","Third Base","/api/v1/people/669394","1996-04-10","St. Louis","MO","USA",2017,"2021-07-02","MLB","USA"
"137",656271,"MLB",TRUE,"Brock","Brock","Christopher","Burke","Pitcher","/api/v1/people/656271","1996-08-04","Chicago","IL","USA",2014,"2019-08-20","MLB","USA"
"138",669203,"MLB",TRUE,"Corbin","Corbin","Brian","Burnes","Pitcher","/api/v1/people/669203","1994-10-22","Bakersfield","CA","USA",2016,"2018-07-10","MLB","USA"
"139",621114,"MLB",TRUE,"Ryan","Ryan","Matthew","Burr","Pitcher","/api/v1/people/621114","1994-05-28","Highlands Ranch","CO","USA",2015,"2018-08-23","MLB","USA"
"140",456713,"MLB",TRUE,"Matt","Matthew","Brian","Bush","Pitcher","/api/v1/people/456713","1986-02-08","San Diego","CA","USA",2004,"2016-05-13","MLB","USA"
"141",621439,"MLB",TRUE,"Byron","Byron","Keiron","Buxton","Outfielder","/api/v1/people/621439","1993-12-18","Baxley","GA","USA",2012,"2015-06-14","MLB","USA"
"142",650893,"MLB",TRUE,"Genesis","Genesis",NA,"Cabrera","Pitcher","/api/v1/people/650893","1996-10-10","Santo Domingo",NA,"Dominican Republic",NA,"2019-05-29","MLB","Dominican Republic"
"143",408234,"MLB",TRUE,"Miguel","Jose","Miguel","Cabrera","First Base","/api/v1/people/408234","1983-04-18","Maracay",NA,"Venezuela",NA,"2003-06-20","MLB","Venezuela"
"144",456715,"MLB",TRUE,"Lorenzo","Lorenzo","Lamar","Cain","Outfielder","/api/v1/people/456715","1986-04-13","Valdosta","GA","USA",2004,"2010-07-16","MLB","USA"
"145",594777,"MLB",TRUE,"Kole","Kole","Alan","Calhoun","Outfielder","/api/v1/people/594777","1987-10-14","Tempe","AZ","USA",2010,"2012-05-22","MLB","USA"
"146",641432,"MLB",TRUE,"Willie","Willie","Shawn Lamont","Calhoun","Outfielder","/api/v1/people/641432","1994-11-04","Vallejo","CA","USA",2015,"2017-09-12","MLB","USA"
"147",622666,"MLB",TRUE,"Johan","Johan","Valentin","Camargo","Third Base","/api/v1/people/622666","1993-12-13","Panama City",NA,"Panama",NA,"2017-04-11","MLB","Panama"
"148",663662,"MLB",TRUE,"Daz","Dazmon","Jaroid","Cameron","Outfielder","/api/v1/people/663662","1997-01-15","McDonough","GA","USA",2015,"2020-09-09","MLB","USA"
"149",669134,"MLB",TRUE,"Luis","Luis","Genaro","Campusano","Catcher","/api/v1/people/669134","1998-09-29","Augusta","GA","USA",2017,"2020-09-04","MLB","USA"
